Cell,Formula
V9,"=SUMIFS(Actual!I:I,Actual!$A:$A,'3)Target & Cal'!$A9,Actual!$B:$B,'3)Target & Cal'!$B9)"
W9,"=SUMIFS(Actual!J:J,Actual!$A:$A,'3)Target & Cal'!$A9,Actual!$B:$B,'3)Target & Cal'!$B9)"
X9,"=SUMIFS(Actual!K:K,Actual!$A:$A,'3)Target & Cal'!$A9,Actual!$B:$B,'3)Target & Cal'!$B9)"
Y9,"=SUMIFS(Actual!L:L,Actual!$A:$A,'3)Target & Cal'!$A9,Actual!$B:$B,'3)Target & Cal'!$B9)"
Z9,"=SUMIFS(Actual!M:M,Actual!$A:$A,'3)Target & Cal'!$A9,Actual!$B:$B,'3)Target & Cal'!$B9)"
AA9,"=SUMIFS(Actual!N:N,Actual!$A:$A,'3)Target & Cal'!$A9,Actual!$B:$B,'3)Target & Cal'!$B9)"
AB9,"=IFERROR(IF(VLOOKUP($B9,Shortage!$A:$M,AB$2,FALSE)=""Shortage"",1,IFERROR(ROUND(P9/D9,4),0)),IFERROR(ROUND(P9/D9,4),0))"
AC9,"=IFERROR(IF(VLOOKUP($B9,Shortage!$A:$M,AC$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Q9/E9,4),0)),IFERROR(ROUND(Q9/E9,4),0))"
AD9,"=IFERROR(IF(VLOOKUP($B9,Shortage!$A:$M,AD$2,FALSE)=""Shortage"",1,IFERROR(ROUND(R9/F9,4),0)),IFERROR(ROUND(R9/F9,4),0))"
AE9,"=IFERROR(IF(VLOOKUP($B9,Shortage!$A:$M,AE$2,FALSE)=""Shortage"",1,IFERROR(ROUND(S9/G9,4),0)),IFERROR(ROUND(S9/G9,4),0))"
AF9,"=IFERROR(IF(VLOOKUP($B9,Shortage!$A:$M,AF$2,FALSE)=""Shortage"",1,IFERROR(ROUND(T9/H9,4),0)),IFERROR(ROUND(T9/H9,4),0))"
AG9,"=IFERROR(IF(VLOOKUP($B9,Shortage!$A:$M,AG$2,FALSE)=""Shortage"",1,IFERROR(ROUND(U9/I9,4),0)),IFERROR(ROUND(U9/I9,4),0))"
AH9,"=IFERROR(IF(VLOOKUP($B9,Shortage!$A:$M,AH$2,FALSE)=""Shortage"",1,IFERROR(ROUND(V9/J9,4),0)),IFERROR(ROUND(V9/J9,4),0))"
AI9,"=IFERROR(IF(VLOOKUP($B9,Shortage!$A:$M,AI$2,FALSE)=""Shortage"",1,IFERROR(ROUND(W9/K9,4),0)),IFERROR(ROUND(W9/K9,4),0))"
AJ9,"=IFERROR(IF(VLOOKUP($B9,Shortage!$A:$M,AP$2,FALSE)=""Shortage"",1,IFERROR(ROUND(X9/L9,4),0)),IFERROR(ROUND(X9/L9,4),0))"
AK9,"=IFERROR(IF(VLOOKUP($B9,Shortage!$A:$M,AK$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Y9/M9,4),0)),IFERROR(ROUND(Y9/M9,4),0))"
AL9,"=IFERROR(IF(VLOOKUP($B9,Shortage!$A:$M,AL$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Z9/N9,4),0)),IFERROR(ROUND(Z9/N9,4),0))"
AM9,"=IFERROR(IF(VLOOKUP($B9,Shortage!$A:$M,AM$2,FALSE)=""Shortage"",1,IFERROR(ROUND(AA9/O9,4),0)),IFERROR(ROUND(AA9/O9,4),0))"
AN9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AB9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AB9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AB9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AB9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AO9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AC9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AC9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AC9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AC9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AP9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AD9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AD9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AD9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AD9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AQ9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AE9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AE9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AE9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AE9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AR9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AF9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AF9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AF9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AF9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AS9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AG9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AG9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AG9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AG9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AT9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AH9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AH9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AH9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AH9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AU9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AI9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AI9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AI9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AI9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AV9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AP9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AP9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AP9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AP9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AW9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AK9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AK9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AK9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AK9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AX9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AL9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AL9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AL9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AL9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AY9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AM9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AM9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AM9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AM9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AZ9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AB9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AB9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AB9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AB9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BA9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AC9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AC9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AC9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AC9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BB9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AD9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AD9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AD9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AD9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BC9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AE9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AE9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AE9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AE9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BD9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AF9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AF9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AF9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AF9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BE9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AG9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AG9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AG9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AG9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BF9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AH9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AH9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AH9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AH9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BG9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AI9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AI9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AI9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AI9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BH9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AP9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AP9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AP9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AP9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BI9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AK9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AK9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AK9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AK9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BJ9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AL9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AL9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AL9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AL9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BK9,"=IFERROR(IF($C9=""Top WS"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AM9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS SF"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AM9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""WS WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AM9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C9=""SF WH"",VLOOKUP($B9,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AM9,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BM9,"=VLOOKUP(VLOOKUP(A9,ASTBase!E:S,13,FALSE),ASTBase!F:P,11,FALSE)"
BN9,"=INDEX(AN9:AY9,,Period!$D$2)"
P10,"=SUMIFS(Actual!C:C,Actual!$A:$A,'3)Target & Cal'!$A10,Actual!$B:$B,'3)Target & Cal'!$B10)"
Q10,"=SUMIFS(Actual!D:D,Actual!$A:$A,'3)Target & Cal'!$A10,Actual!$B:$B,'3)Target & Cal'!$B10)"
R10,"=SUMIFS(Actual!E:E,Actual!$A:$A,'3)Target & Cal'!$A10,Actual!$B:$B,'3)Target & Cal'!$B10)"
S10,"=SUMIFS(Actual!F:F,Actual!$A:$A,'3)Target & Cal'!$A10,Actual!$B:$B,'3)Target & Cal'!$B10)"
T10,"=SUMIFS(Actual!G:G,Actual!$A:$A,'3)Target & Cal'!$A10,Actual!$B:$B,'3)Target & Cal'!$B10)"
U10,"=SUMIFS(Actual!H:H,Actual!$A:$A,'3)Target & Cal'!$A10,Actual!$B:$B,'3)Target & Cal'!$B10)"
V10,"=SUMIFS(Actual!I:I,Actual!$A:$A,'3)Target & Cal'!$A10,Actual!$B:$B,'3)Target & Cal'!$B10)"
W10,"=SUMIFS(Actual!J:J,Actual!$A:$A,'3)Target & Cal'!$A10,Actual!$B:$B,'3)Target & Cal'!$B10)"
X10,"=SUMIFS(Actual!K:K,Actual!$A:$A,'3)Target & Cal'!$A10,Actual!$B:$B,'3)Target & Cal'!$B10)"
Y10,"=SUMIFS(Actual!L:L,Actual!$A:$A,'3)Target & Cal'!$A10,Actual!$B:$B,'3)Target & Cal'!$B10)"
Z10,"=SUMIFS(Actual!M:M,Actual!$A:$A,'3)Target & Cal'!$A10,Actual!$B:$B,'3)Target & Cal'!$B10)"
AA10,"=SUMIFS(Actual!N:N,Actual!$A:$A,'3)Target & Cal'!$A10,Actual!$B:$B,'3)Target & Cal'!$B10)"
AB10,"=IFERROR(IF(VLOOKUP($B10,Shortage!$A:$M,AB$2,FALSE)=""Shortage"",1,IFERROR(ROUND(P10/D10,4),0)),IFERROR(ROUND(P10/D10,4),0))"
AC10,"=IFERROR(IF(VLOOKUP($B10,Shortage!$A:$M,AC$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Q10/E10,4),0)),IFERROR(ROUND(Q10/E10,4),0))"
AD10,"=IFERROR(IF(VLOOKUP($B10,Shortage!$A:$M,AD$2,FALSE)=""Shortage"",1,IFERROR(ROUND(R10/F10,4),0)),IFERROR(ROUND(R10/F10,4),0))"
AE10,"=IFERROR(IF(VLOOKUP($B10,Shortage!$A:$M,AE$2,FALSE)=""Shortage"",1,IFERROR(ROUND(S10/G10,4),0)),IFERROR(ROUND(S10/G10,4),0))"
AF10,"=IFERROR(IF(VLOOKUP($B10,Shortage!$A:$M,AF$2,FALSE)=""Shortage"",1,IFERROR(ROUND(T10/H10,4),0)),IFERROR(ROUND(T10/H10,4),0))"
AG10,"=IFERROR(IF(VLOOKUP($B10,Shortage!$A:$M,AG$2,FALSE)=""Shortage"",1,IFERROR(ROUND(U10/I10,4),0)),IFERROR(ROUND(U10/I10,4),0))"
AH10,"=IFERROR(IF(VLOOKUP($B10,Shortage!$A:$M,AH$2,FALSE)=""Shortage"",1,IFERROR(ROUND(V10/J10,4),0)),IFERROR(ROUND(V10/J10,4),0))"
AI10,"=IFERROR(IF(VLOOKUP($B10,Shortage!$A:$M,AI$2,FALSE)=""Shortage"",1,IFERROR(ROUND(W10/K10,4),0)),IFERROR(ROUND(W10/K10,4),0))"
AJ10,"=IFERROR(IF(VLOOKUP($B10,Shortage!$A:$M,AP$2,FALSE)=""Shortage"",1,IFERROR(ROUND(X10/L10,4),0)),IFERROR(ROUND(X10/L10,4),0))"
AK10,"=IFERROR(IF(VLOOKUP($B10,Shortage!$A:$M,AK$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Y10/M10,4),0)),IFERROR(ROUND(Y10/M10,4),0))"
AL10,"=IFERROR(IF(VLOOKUP($B10,Shortage!$A:$M,AL$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Z10/N10,4),0)),IFERROR(ROUND(Z10/N10,4),0))"
AM10,"=IFERROR(IF(VLOOKUP($B10,Shortage!$A:$M,AM$2,FALSE)=""Shortage"",1,IFERROR(ROUND(AA10/O10,4),0)),IFERROR(ROUND(AA10/O10,4),0))"
